measured_at,total_consumption_kwh,prediction_kwh,residual_kwh,model
2025-10-22 13:00:00,103.9648,103.88083521599927,0.08396478400072738,Random_Forest
2025-10-22 14:00:00,105.4548,100.62440084027777,4.8303991597222335,Random_Forest
2025-10-22 15:00:00,101.2045,102.99446146825395,-1.7899614682539493,Random_Forest
2025-10-22 16:00:00,97.6554,102.53584707109789,-4.88044707109789,Random_Forest
2025-10-22 17:00:00,112.273,102.68495283134924,9.58804716865076,Random_Forest
2025-10-22 18:00:00,83.3281,83.44459306547618,-0.11649306547617755,Random_Forest
2025-10-22 19:00:00,91.4867,85.77263873181215,5.714061268187848,Random_Forest
2025-10-22 20:00:00,82.6995,85.26426394312166,-2.564763943121662,Random_Forest
2025-10-22 21:00:00,77.7953,84.78422796726194,-6.988927967261944,Random_Forest
2025-10-22 22:00:00,73.68430000000001,70.88471445833333,2.799585541666673,Random_Forest
2025-10-22 23:00:00,70.7273,71.7881729897487,-1.0608729897487024,Random_Forest
2025-10-23 00:00:00,53.8779,54.44163983597882,-0.5637398359788222,Random_Forest
2025-10-23 01:00:00,53.8714,54.924188088624334,-1.0527880886243324,Random_Forest
2025-10-23 02:00:00,50.1721,55.514546385251315,-5.342446385251314,Random_Forest
2025-10-23 03:00:00,56.2884,53.46412123280423,2.8242787671957714,Random_Forest
2025-10-23 04:00:00,56.539,53.71349400297619,2.825505997023811,Random_Forest
2025-10-23 05:00:00,56.0889,53.940246438492046,2.148653561507956,Random_Forest
2025-10-23 06:00:00,75.4904,70.97420758630955,4.516192413690447,Random_Forest
2025-10-23 07:00:00,66.95270000000001,71.02784588392856,-4.075145883928556,Random_Forest
2025-10-23 08:00:00,99.55,101.64037736354618,-2.0903773635461818,Random_Forest
2025-10-23 09:00:00,108.0728,103.98470820634923,4.088091793650776,Random_Forest
2025-10-23 10:00:00,98.3118,101.43510691931219,-3.123306919312185,Random_Forest
2025-10-23 11:00:00,102.7939,102.37903784656079,0.4148621534392021,Random_Forest
2025-10-23 12:00:00,103.7678,102.38686366369043,1.38093633630956,Random_Forest
2025-10-23 13:00:00,96.3295,101.96027881150799,-5.630778811507994,Random_Forest
2025-10-23 14:00:00,107.7918,104.10334655708876,3.688453442911239,Random_Forest
2025-10-23 15:00:00,99.7007,104.28553608134922,-4.5848360813492235,Random_Forest
2025-10-23 16:00:00,95.0009,102.42782400496031,-7.426924004960313,Random_Forest
2025-10-23 17:00:00,108.9269,103.2023865019841,5.724513498015909,Random_Forest
2025-10-23 18:00:00,89.136,84.3863092466931,4.7496907533068935,Random_Forest
2025-10-23 19:00:00,83.2649,83.30455705059525,-0.039657050595252485,Random_Forest
2025-10-23 20:00:00,87.9489,85.13317484887565,2.81572515112434,Random_Forest
2025-10-23 21:00:00,84.3177,83.55291003505295,0.764789964947056,Random_Forest
2025-10-23 22:00:00,70.673,70.3237971686508,0.3492028313492028,Random_Forest
2025-10-23 23:00:00,69.5777,69.41044788260582,0.16725211739417034,Random_Forest
2025-10-24 00:00:00,54.524,53.46800911507934,1.0559908849206607,Random_Forest
2025-10-24 01:00:00,53.7765,54.35377158300264,-0.5772715830026414,Random_Forest
2025-10-24 02:00:00,50.0862,53.33622314682538,-3.2500231468253844,Random_Forest
2025-10-24 03:00:00,56.9455,53.37481839384921,3.570681606150792,Random_Forest
2025-10-24 04:00:00,56.8434,53.701681782407405,3.1417182175925973,Random_Forest
2025-10-24 05:00:00,50.6193,53.0808940892857,-2.461594089285697,Random_Forest
2025-10-24 06:00:00,67.0732,70.75796310119048,-3.684763101190484,Random_Forest
2025-10-24 07:00:00,74.6992,70.74211365079366,3.9570863492063495,Random_Forest
2025-10-24 08:00:00,111.0936,104.32421491125542,6.769385088744571,Random_Forest
2025-10-24 09:00:00,98.6451,102.88894370998676,-4.243843709986763,Random_Forest
2025-10-24 10:00:00,103.8196,102.7808480873016,1.0387519126983875,Random_Forest
2025-10-24 11:00:00,99.5259,103.71623814682542,-4.190338146825425,Random_Forest
2025-10-24 12:00:00,104.3255,102.55201249404759,1.773487505952417,Random_Forest
2025-10-24 13:00:00,108.5851,102.89649393055558,5.688606069444418,Random_Forest
2025-10-24 14:00:00,108.5466,103.79151829993386,4.7550817000661425,Random_Forest
2025-10-24 15:00:00,109.423,103.44518641534388,5.9778135846561185,Random_Forest
2025-10-24 16:00:00,95.1169,101.94549285813491,-6.828592858134911,Random_Forest
2025-10-24 17:00:00,99.8936,104.580183547619,-4.686583547618994,Random_Forest
2025-10-24 18:00:00,88.2558,84.708578442791,3.5472215572089993,Random_Forest
2025-10-24 19:00:00,83.62950000000001,83.18205802347877,0.4474419765212332,Random_Forest
2025-10-24 20:00:00,86.6444,84.76634383333334,1.878056166666667,Random_Forest
2025-10-24 21:00:00,91.3164,85.09633922420632,6.220060775793684,Random_Forest
2025-10-24 22:00:00,73.0752,71.3255049136905,1.7496950863095009,Random_Forest
2025-10-24 23:00:00,70.4822,71.28203563888891,-0.7998356388889079,Random_Forest
2025-10-25 00:00:00,49.6853,51.06034907142854,-1.375049071428542,Random_Forest
2025-10-25 01:00:00,49.6536,51.71428797718256,-2.0606879771825604,Random_Forest
2025-10-25 02:00:00,50.513,51.05633529464284,-0.5433352946428442,Random_Forest
2025-10-25 03:00:00,53.663,50.97058633201057,2.6924136679894275,Random_Forest
2025-10-25 04:00:00,50.4794,51.28689028736772,-0.8074902873677203,Random_Forest
2025-10-25 05:00:00,50.6258,51.3230523154762,-0.6972523154761987,Random_Forest
2025-10-25 06:00:00,50.2442,50.678468380952374,-0.43426838095237486,Random_Forest
2025-10-25 07:00:00,49.27,50.403687595238075,-1.1336875952380723,Random_Forest
2025-10-25 08:00:00,50.0522,51.115721461970914,-1.0635214619709146,Random_Forest
2025-10-25 09:00:00,71.1382,65.98737769146825,5.150822308531744,Random_Forest
2025-10-25 10:00:00,66.7065,68.06496552182539,-1.35846552182538,Random_Forest
2025-10-25 11:00:00,66.5919,66.10358450354737,0.4883154964526284,Random_Forest
2025-10-25 12:00:00,70.2295,68.2809545248016,1.9485454751984008,Random_Forest
2025-10-25 13:00:00,70.188,69.35188698809522,0.8361130119047857,Random_Forest
2025-10-25 14:00:00,64.3296,68.10290476388892,-3.773304763888916,Random_Forest
2025-10-25 15:00:00,63.7472,67.46203856746031,-3.714838567460312,Random_Forest
2025-10-25 16:00:00,62.3042,67.41877298809518,-5.114572988095183,Random_Forest
2025-10-25 17:00:00,61.9663,66.73295193055554,-4.766651930555547,Random_Forest
2025-10-25 18:00:00,61.6565,66.74320463095238,-5.086704630952376,Random_Forest
2025-10-25 19:00:00,50.3603,50.952943874999995,-0.5926438749999932,Random_Forest
2025-10-25 20:00:00,49.6839,51.01376992592595,-1.3298699259259479,Random_Forest
2025-10-25 21:00:00,50.1475,51.163157438161406,-1.015657438161405,Random_Forest
2025-10-25 22:00:00,51.6399,50.581698024140245,1.0582019758597525,Random_Forest
2025-10-25 23:00:00,49.7868,50.46537312996034,-0.6785731299603412,Random_Forest
2025-10-26 00:00:00,52.1821,50.394225017857146,1.7878749821428528,Random_Forest
2025-10-26 01:00:00,50.389,50.47820006051586,-0.08920006051585716,Random_Forest
2025-10-26 02:00:00,52.0249,50.55481478240741,1.4700852175925903,Random_Forest
2025-10-26 03:00:00,52.0283,51.173499880952384,0.8548001190476171,Random_Forest
2025-10-26 04:00:00,50.3633,51.05756627876983,-0.694266278769831,Random_Forest
2025-10-26 05:00:00,49.8068,51.051089613095215,-1.2442896130952121,Random_Forest
2025-10-26 06:00:00,49.9524,50.83133301984126,-0.8789330198412628,Random_Forest
2025-10-26 07:00:00,49.7,50.7045406736111,-1.0045406736110962,Random_Forest
2025-10-26 08:00:00,51.5173,51.076229421957684,0.4410705780423143,Random_Forest
2025-10-26 09:00:00,71.8145,67.36529956448412,4.449200435515877,Random_Forest
2025-10-26 10:00:00,68.3502,68.19900859457672,0.15119140542327614,Random_Forest
2025-10-26 11:00:00,69.2282,67.25070191236773,1.97749808763227,Random_Forest
2025-10-26 12:00:00,68.7496,66.9175293128307,1.8320706871693062,Random_Forest
2025-10-26 13:00:00,61.605,66.9040765853175,-5.299076585317501,Random_Forest
2025-10-26 14:00:00,67.7618,66.44059560714285,1.3212043928571404,Random_Forest
2025-10-26 15:00:00,70.2615,65.92285373015869,4.3386462698413055,Random_Forest
2025-10-26 16:00:00,62.4286,65.40042488194442,-2.971824881944414,Random_Forest
2025-10-26 17:00:00,67.7075,65.409530422619,2.2979695773809965,Random_Forest
2025-10-26 18:00:00,72.0583,65.68736166865077,6.370938331349237,Random_Forest
2025-10-26 19:00:00,49.9206,51.14544073015872,-1.2248407301587179,Random_Forest
2025-10-26 20:00:00,50.3818,50.877837656746024,-0.49603765674602585,Random_Forest
2025-10-26 21:00:00,51.5833,50.9789195138889,0.6043804861111042,Random_Forest
2025-10-26 22:00:00,49.7385,50.794546324735464,-1.056046324735462,Random_Forest
2025-10-26 23:00:00,50.5164,50.74391386309524,-0.2275138630952398,Random_Forest
2025-10-27 00:00:00,51.8534,52.779292088293644,-0.9258920882936437,Random_Forest
2025-10-27 01:00:00,52.0684,52.979633510251325,-0.9112335102513285,Random_Forest
2025-10-27 02:00:00,57.1641,52.72518737136245,4.438912628637546,Random_Forest
2025-10-27 03:00:00,56.9318,54.306567791666666,2.625232208333337,Random_Forest
2025-10-27 04:00:00,50.5709,53.587534069444466,-3.016634069444464,Random_Forest
2025-10-27 05:00:00,51.1084,53.911130568783065,-2.802730568783062,Random_Forest
2025-10-27 06:00:00,72.2154,70.76384162830689,1.4515583716931104,Random_Forest
2025-10-27 07:00:00,72.498,70.45830116468254,2.0396988353174663,Random_Forest
2025-10-27 08:00:00,105.8626,103.17731304166664,2.6852869583333643,Random_Forest
2025-10-27 09:00:00,107.7934,105.84553471660048,1.9478652833995227,Random_Forest
2025-10-27 10:00:00,101.3177,102.00214152347884,-0.6844415234788386,Random_Forest
2025-10-27 11:00:00,105.9008,102.86930815376985,3.0314918462301534,Random_Forest
2025-10-27 12:00:00,95.0128,103.04985717989416,-8.037057179894163,Random_Forest
2025-10-27 13:00:00,105.5788,103.91090764980157,1.6678923501984286,Random_Forest
2025-10-27 14:00:00,96.607,101.6022880181878,-4.995288018187807,Random_Forest
2025-10-27 15:00:00,102.5942,102.38150861309525,0.2126913869047513,Random_Forest
2025-10-27 16:00:00,102.2451,102.31812031216928,-0.07302031216929095,Random_Forest
2025-10-27 17:00:00,106.613,103.6984128333333,2.9145871666667063,Random_Forest
2025-10-27 18:00:00,84.1799,85.66575990773813,-1.4858599077381314,Random_Forest
2025-10-27 19:00:00,86.8813,83.8880829814815,2.993217018518493,Random_Forest
2025-10-27 20:00:00,77.9876,85.77078341468251,-7.783183414682512,Random_Forest
2025-10-27 21:00:00,77.7367,85.22578584523814,-7.489085845238137,Random_Forest
2025-10-27 22:00:00,75.4452,70.62727637665344,4.817923623346559,Random_Forest
2025-10-27 23:00:00,65.4619,70.75319024503966,-5.2912902450396615,Random_Forest
2025-10-28 00:00:00,54.9509,52.8171349537037,2.133765046296297,Random_Forest
2025-10-28 01:00:00,55.2703,52.880814098544974,2.389485901455025,Random_Forest
2025-10-28 02:00:00,53.2913,53.523577399801574,-0.2322773998015748,Random_Forest
2025-10-28 03:00:00,53.2345,52.769213353174614,0.46528664682538334,Random_Forest
2025-10-28 04:00:00,50.3284,52.376845815806874,-2.048445815806872,Random_Forest
2025-10-28 05:00:00,50.1684,53.70580788988096,-3.53740788988096,Random_Forest
2025-10-28 06:00:00,65.2909,70.11145392261908,-4.820553922619084,Random_Forest
2025-10-28 07:00:00,76.5055,70.39962586507934,6.105874134920654,Random_Forest
2025-10-28 08:00:00,106.4283,106.75403362103175,-0.32573362103175896,Random_Forest
2025-10-28 09:00:00,106.9348,100.80368506415343,6.131114935846568,Random_Forest
2025-10-28 10:00:00,105.4245,104.45590528042332,0.9685947195766715,Random_Forest
2025-10-28 11:00:00,101.9838,101.68732403108467,0.2964759689153311,Random_Forest
2025-10-28 12:00:00,96.4416,104.20079150992068,-7.759191509920683,Random_Forest
2025-10-28 13:00:00,103.8675,103.70721372420628,0.16028627579372312,Random_Forest
2025-10-28 14:00:00,111.3293,101.92647858101854,9.40282141898146,Random_Forest
2025-10-28 15:00:00,98.95,105.82044270337305,-6.870442703373044,Random_Forest
2025-10-28 16:00:00,100.6748,101.5037329226191,-0.8289329226190887,Random_Forest
2025-10-28 17:00:00,97.9318,102.21542660615081,-4.283626606150818,Random_Forest
2025-10-28 18:00:00,82.8485,82.38123279960313,0.46726720039687564,Random_Forest
2025-10-28 19:00:00,79.57000000000001,83.72899486982922,-4.158994869829215,Random_Forest
2025-10-28 20:00:00,84.6353,85.39328255753965,-0.7579825575396484,Random_Forest
2025-10-28 21:00:00,81.3517,85.74721379861107,-4.395513798611077,Random_Forest
2025-10-28 22:00:00,67.2276,71.36765871230158,-4.140058712301581,Random_Forest
2025-10-28 23:00:00,74.1549,71.38548113888886,2.7694188611111343,Random_Forest
2025-10-29 00:00:00,55.8949,54.92502897354497,0.9698710264550314,Random_Forest
2025-10-29 01:00:00,56.1957,54.275708933201045,1.919991066798957,Random_Forest
2025-10-29 02:00:00,50.5081,52.6297640327381,-2.121664032738103,Random_Forest
2025-10-29 03:00:00,54.9664,52.94252086441799,2.023879135582007,Random_Forest
2025-10-29 04:00:00,53.6457,53.65937560515874,-0.01367560515874544,Random_Forest
2025-10-29 05:00:00,56.0382,52.88231605720899,3.1558839427910144,Random_Forest
2025-10-29 06:00:00,70.4194,69.75092021990743,0.6684797800925679,Random_Forest
2025-10-29 07:00:00,72.3122,70.37274108300265,1.9394589169973528,Random_Forest
2025-10-29 08:00:00,103.6656,104.46100146085855,-0.7954014608585567,Random_Forest
2025-10-29 09:00:00,110.9422,104.2767077440476,6.665492255952401,Random_Forest
2025-10-29 10:00:00,106.7392,103.37712714980161,3.3620728501983876,Random_Forest
2025-10-29 11:00:00,101.2013,103.30811602116405,-2.1068160211640503,Random_Forest
2025-10-29 12:00:00,99.1796,104.52125627976186,-5.341656279761864,Random_Forest
2025-10-29 13:00:00,99.9775,104.0544543527237,-4.076954352723689,Random_Forest
2025-10-29 14:00:00,100.7489,104.47962594895384,-3.7307259489538325,Random_Forest
2025-10-29 15:00:00,105.779,104.56260037896827,1.2163996210317265,Random_Forest
2025-10-29 16:00:00,106.8468,103.71383065873023,3.132969341269771,Random_Forest
2025-10-29 17:00:00,111.0483,103.5594320661375,7.488867933862494,Random_Forest
2025-10-29 18:00:00,90.5261,84.21195411044972,6.314145889550275,Random_Forest
2025-10-29 19:00:00,87.9744,85.32702643750001,2.6473735624999932,Random_Forest
2025-10-29 20:00:00,80.9948,85.38969115476188,-4.394891154761879,Random_Forest
2025-10-29 21:00:00,88.4834,85.43677701190472,3.0466229880952795,Random_Forest
2025-10-29 22:00:00,70.4394,70.44642281117724,-0.0070228111772365764,Random_Forest
2025-10-29 23:00:00,67.0872,71.97275361706347,-4.885553617063479,Random_Forest
2025-10-30 00:00:00,51.8609,54.11745240542325,-2.2565524054232498,Random_Forest
2025-10-30 01:00:00,55.3559,54.34592240524293,1.0099775947570677,Random_Forest
2025-10-30 02:00:00,58.0726,54.045356160714306,4.0272438392856955,Random_Forest
2025-10-30 03:00:00,50.4936,54.10623257506611,-3.612632575066108,Random_Forest
2025-10-30 04:00:00,54.4585,54.54745473412698,-0.08895473412697896,Random_Forest
2025-10-30 05:00:00,57.2524,54.47373150264547,2.7786684973545306,Random_Forest
2025-10-30 06:00:00,75.3186,71.57280917063491,3.7457908293650917,Random_Forest
2025-10-30 07:00:00,68.1566,69.8380943829365,-1.6814943829365063,Random_Forest
2025-10-30 08:00:00,98.9014,104.04623386607143,-5.144833866071437,Random_Forest
2025-10-30 09:00:00,107.29,104.05430014484129,3.235699855158714,Random_Forest
2025-10-30 10:00:00,100.8993,102.27887733630952,-1.3795773363095236,Random_Forest
2025-10-30 11:00:00,104.5693,105.40718446593922,-0.8378844659392257,Random_Forest
2025-10-30 12:00:00,102.5989,104.1624453984789,-1.5635453984788938,Random_Forest
2025-10-30 13:00:00,97.7704,103.06911251587303,-5.298712515873035,Random_Forest
2025-10-30 14:00:00,111.384,105.81530297619051,5.5686970238094915,Random_Forest
2025-10-30 15:00:00,96.6651,104.08655997486777,-7.421459974867773,Random_Forest
2025-10-30 16:00:00,110.8579,103.87751090906082,6.980389090939184,Random_Forest
2025-10-30 17:00:00,113.2345,106.66646199007936,6.568038009920642,Random_Forest
2025-10-30 18:00:00,80.7645,86.35745635284393,-5.5929563528439274,Random_Forest
2025-10-30 19:00:00,84.038,86.27242323115078,-2.2344232311507852,Random_Forest
2025-10-30 20:00:00,80.1544,84.34019710461762,-4.18579710461762,Random_Forest
2025-10-30 21:00:00,84.2322,84.58610492857146,-0.3539049285714526,Random_Forest
2025-10-30 22:00:00,68.92869999999999,71.85401967757936,-2.925319677579367,Random_Forest
2025-10-30 23:00:00,67.3637,72.09311163955026,-4.729411639550264,Random_Forest
2025-10-31 00:00:00,55.2254,53.24060745767196,1.9847925423280373,Random_Forest
2025-10-31 01:00:00,50.2534,53.470011035714265,-3.2166110357142657,Random_Forest
2025-10-31 02:00:00,57.2979,53.65291333630953,3.6449866636904673,Random_Forest
2025-10-31 03:00:00,54.3413,54.96639356944441,-0.6250935694444166,Random_Forest
2025-10-31 04:00:00,52.6337,54.04852159788359,-1.414821597883595,Random_Forest
2025-10-31 05:00:00,50.563,54.404183651785736,-3.841183651785734,Random_Forest
2025-10-31 06:00:00,70.8777,71.23765104563492,-0.3599510456349151,Random_Forest
2025-10-31 07:00:00,70.8677,70.48512046097883,0.38257953902116526,Random_Forest
2025-10-31 08:00:00,96.6674,103.45462762698415,-6.787227626984148,Random_Forest
2025-10-31 09:00:00,101.8012,107.72460392063493,-5.923403920634939,Random_Forest
2025-10-31 10:00:00,110.5953,104.38377388723548,6.211526112764517,Random_Forest
2025-10-31 11:00:00,110.7251,103.63097833862436,7.094121661375638,Random_Forest
2025-10-31 12:00:00,104.4488,106.60510259391539,-2.1563025939153846,Random_Forest
2025-10-31 13:00:00,110.8533,104.55933985978842,6.293960140211581,Random_Forest
2025-10-31 14:00:00,97.771,105.21099387996034,-7.4399938799603405,Random_Forest
2025-10-31 15:00:00,102.7151,105.23883168154765,-2.5237316815476447,Random_Forest
2025-10-31 16:00:00,110.3864,103.11062056316142,7.275779436838576,Random_Forest
2025-10-31 17:00:00,110.7812,104.55984965939153,6.221350340608467,Random_Forest
2025-10-31 18:00:00,81.1534,83.54977285350529,-2.3963728535052837,Random_Forest
2025-10-31 19:00:00,90.1739,84.36609222718249,5.807807772817512,Random_Forest
2025-10-31 20:00:00,81.8563,85.63314393783068,-3.7768439378306766,Random_Forest
2025-10-31 21:00:00,91.2468,85.73177797916667,5.515022020833328,Random_Forest
2025-10-31 22:00:00,74.9068,70.4342729887566,4.4725270112434,Random_Forest
2025-10-31 23:00:00,70.4184,70.93531065112434,-0.5169106511243342,Random_Forest
2025-11-01 00:00:00,52.5833,51.843680997023775,0.7396190029762266,Random_Forest
2025-11-01 01:00:00,49.0507,52.40566139880949,-3.3549613988094933,Random_Forest
2025-11-01 02:00:00,50.3272,51.46293356349202,-1.1357335634920247,Random_Forest
2025-11-01 03:00:00,52.175,51.580066308531734,0.5949336914682632,Random_Forest
2025-11-01 04:00:00,49.8261,51.7898253501984,-1.963725350198402,Random_Forest
2025-11-01 05:00:00,51.1011,51.225448350198384,-0.12434835019838175,Random_Forest
2025-11-01 06:00:00,49.8757,51.36675619146825,-1.491056191468246,Random_Forest
2025-11-01 07:00:00,52.4391,51.85759646924605,0.581503530753956,Random_Forest
2025-11-01 08:00:00,49.112,51.68439898875665,-2.572398988756646,Random_Forest
2025-11-01 09:00:00,72.5233,67.64955285714287,4.873747142857141,Random_Forest
2025-11-01 10:00:00,73.0887,67.40622510119046,5.682474898809545,Random_Forest
2025-11-01 11:00:00,68.51,67.98828479365078,0.5217152063492279,Random_Forest
2025-11-01 12:00:00,68.3852,67.00122497619044,1.3839750238095547,Random_Forest
2025-11-01 13:00:00,66.4979,66.32920063591271,0.16869936408728847,Random_Forest
2025-11-01 14:00:00,70.6628,68.82673561309522,1.8360643869047806,Random_Forest
2025-11-01 15:00:00,64.5003,67.9246050892857,-3.42430508928571,Random_Forest
2025-11-01 16:00:00,67.8809,67.72808566865078,0.1528143313492194,Random_Forest
2025-11-01 17:00:00,69.8092,67.98649967857145,1.822700321428556,Random_Forest
2025-11-01 18:00:00,64.5321,67.44860888690478,-2.9165088869047793,Random_Forest
2025-11-01 19:00:00,51.6581,52.006953559523836,-0.3488535595238389,Random_Forest
2025-11-01 20:00:00,51.4547,51.413401437830686,0.04129856216931671,Random_Forest
2025-11-01 21:00:00,49.7962,51.77614895568787,-1.979948955687874,Random_Forest
2025-11-01 22:00:00,50.9997,50.99679833829363,0.00290166170636752,Random_Forest
2025-11-01 23:00:00,52.9804,51.02392242791006,1.9564775720899448,Random_Forest
2025-11-02 00:00:00,50.3244,51.51806825231483,-1.1936682523148363,Random_Forest
2025-11-02 01:00:00,54.7904,51.35044786904764,3.4399521309523564,Random_Forest
2025-11-02 02:00:00,49.6253,51.406781685185216,-1.7814816851852129,Random_Forest
2025-11-02 03:00:00,52.1333,51.78465144378307,0.34864855621692925,Random_Forest
2025-11-02 04:00:00,50.1279,51.2115748366402,-1.0836748366402063,Random_Forest
2025-11-02 05:00:00,49.5978,51.1585794593254,-1.5607794593254027,Random_Forest
2025-11-02 06:00:00,52.0918,51.58987629794976,0.5019237020502416,Random_Forest
2025-11-02 07:00:00,50.1455,51.52156836111113,-1.3760683611111304,Random_Forest
2025-11-02 08:00:00,49.6098,51.35822799933861,-1.7484279993386096,Random_Forest
2025-11-02 09:00:00,73.031,69.7951910833333,3.2358089166667128,Random_Forest
2025-11-02 10:00:00,67.0997,68.07827204001322,-0.9785720400132192,Random_Forest
2025-11-02 11:00:00,73.1409,66.9972891230159,6.1436108769840985,Random_Forest
2025-11-02 12:00:00,64.92999999999999,67.59450984722218,-2.6645098472221918,Random_Forest
2025-11-02 13:00:00,71.4901,67.94896989087299,3.5411301091270104,Random_Forest
2025-11-02 14:00:00,70.9899,66.99084635714283,3.9990536428571772,Random_Forest
2025-11-02 15:00:00,63.3635,66.0214094702381,-2.6579094702380957,Random_Forest
2025-11-02 16:00:00,66.9347,66.55069615906083,0.3840038409391724,Random_Forest
2025-11-02 17:00:00,62.7175,66.0729770902778,-3.3554770902778017,Random_Forest
2025-11-02 18:00:00,62.9323,68.42070061805558,-5.488400618055579,Random_Forest
2025-11-02 19:00:00,53.0285,51.41002954960316,1.618470450396842,Random_Forest
2025-11-02 20:00:00,53.6597,51.409385031746034,2.250314968253967,Random_Forest
2025-11-02 21:00:00,52.150400000000005,50.94924903075398,1.2011509692460223,Random_Forest
2025-11-02 22:00:00,53.5259,51.14362867956347,2.38227132043653,Random_Forest
2025-11-02 23:00:00,50.3292,50.99603879166668,-0.6668387916666774,Random_Forest
2025-11-03 00:00:00,50.8089,53.68214610416668,-2.8732461041666753,Random_Forest
2025-11-03 01:00:00,56.7973,53.701265810515885,3.096034189484115,Random_Forest
2025-11-03 02:00:00,57.4001,54.40708021230157,2.9930197876984295,Random_Forest
2025-11-03 03:00:00,50.9077,55.186999673941806,-4.279299673941807,Random_Forest
2025-11-03 04:00:00,50.4843,53.94592591269842,-3.4616259126984232,Random_Forest
2025-11-03 05:00:00,53.5497,53.48938042857142,0.06031957142857891,Random_Forest
2025-11-03 06:00:00,72.9517,70.60620923247353,2.3454907675264707,Random_Forest
2025-11-03 07:00:00,75.4795,70.49174723445766,4.987752765542339,Random_Forest
2025-11-03 08:00:00,109.456,103.91845040046297,5.53754959953703,Random_Forest
2025-11-03 09:00:00,97.1441,105.49679017956349,-8.352690179563496,Random_Forest
2025-11-03 10:00:00,112.4473,102.57763833134923,9.869661668650764,Random_Forest
2025-11-03 11:00:00,99.9599,104.77889582837302,-4.818995828373019,Random_Forest
2025-11-03 12:00:00,109.1937,103.31099723611109,5.882702763888915,Random_Forest
2025-11-03 13:00:00,110.1294,103.24063693551592,6.888763064484081,Random_Forest
2025-11-03 14:00:00,113.0782,106.60009170436508,6.478108295634911,Random_Forest
2025-11-03 15:00:00,106.3541,105.04281922420638,1.3112807757936196,Random_Forest
2025-11-03 16:00:00,101.4139,105.24545583134923,-3.8315558313492346,Random_Forest
2025-11-03 17:00:00,104.6425,104.69722205287992,-0.05472205287992438,Random_Forest
2025-11-03 18:00:00,81.6987,85.93102876091274,-4.232328760912736,Random_Forest
2025-11-03 19:00:00,84.2043,85.11177286805555,-0.9074728680555495,Random_Forest
2025-11-03 20:00:00,80.8528,85.9357823511904,-5.082982351190395,Random_Forest
2025-11-03 21:00:00,91.047,86.80300764682536,4.243992353174633,Random_Forest
2025-11-03 22:00:00,69.983,73.33858546130952,-3.3555854613095164,Random_Forest
2025-11-03 23:00:00,70.7979,70.57527327323835,0.2226267267616464,Random_Forest
2025-11-04 00:00:00,58.2041,52.372565833333354,5.831534166666643,Random_Forest
2025-11-04 01:00:00,53.4968,53.24843396924603,0.2483660307539708,Random_Forest
2025-11-04 02:00:00,50.1479,53.949778957671946,-3.8018789576719456,Random_Forest
2025-11-04 03:00:00,56.9509,53.051273926918014,3.8996260730819827,Random_Forest
