measured_at,total_consumption_kwh,temperature_c,irradiation_w_m2,area_m2,installed_power_kw,solar_capacity_kw,battery_capacity_kwh,hour,day_of_week,month,day_of_year,is_weekend,is_working_hour,tariff_zone,tariff_zone_code,hdd_18,cdd_22,hour_sin,hour_cos,month_sin,month_cos,lag_1h,lag_24h,lag_168h,rolling_24h_mean,rolling_24h_std,kwh_per_m2,object_name
2025-01-08 10:00:00,113.4584,-0.94,69.93,5200.0,350.0,140.0,110.0,10,2,1,8,0,1,peak,2,18.94,0.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,105.9423,103.3415,114.8091,84.02140416666667,21.56940408532581,0.021818923076923076,University
2025-01-08 11:00:00,100.9612,-0.42,108.34,5200.0,350.0,140.0,110.0,11,2,1,8,0,1,half_peak,1,18.42,0.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,113.4584,110.2576,100.3794,84.44294166666667,22.056752291244507,0.019415615384615385,University
2025-01-08 12:00:00,112.126,-1.59,103.62,5200.0,350.0,140.0,110.0,12,2,1,8,0,1,half_peak,1,19.59,0.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,100.9612,98.9058,101.40350000000001,84.05559166666667,21.661790353782692,0.021562692307692307,University
2025-01-08 13:00:00,114.3831,0.92,120.27,5200.0,350.0,140.0,110.0,13,2,1,8,0,1,half_peak,1,17.08,0.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,112.126,103.2082,103.0274,84.60643333333334,22.216816593931878,0.02199675,University
2025-01-08 14:00:00,101.4042,-2.05,113.36,5200.0,350.0,140.0,110.0,14,2,1,8,0,1,half_peak,1,20.05,0.0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,114.3831,107.8602,115.4833,85.07205416666667,22.734689543284908,0.019500807692307692,University
2025-01-08 15:00:00,98.6484,-1.37,95.76,5200.0,350.0,140.0,110.0,15,2,1,8,0,1,half_peak,1,19.37,0.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,101.4042,111.6848,110.0655,84.80305416666667,22.490213554266322,0.018970846153846154,University
2025-01-08 16:00:00,104.5756,-3.06,46.37,5200.0,350.0,140.0,110.0,16,2,1,8,0,1,half_peak,1,21.06,0.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,98.6484,99.9918,105.32000000000001,84.25987083333334,21.964009512074625,0.020110692307692305,University
2025-01-08 17:00:00,108.2579,-1.95,20.9,5200.0,350.0,140.0,110.0,17,2,1,8,0,1,half_peak,1,19.95,0.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,104.5756,113.0525,113.9406,84.4508625,22.126088484289774,0.020818826923076926,University
2025-01-08 18:00:00,90.7492,-3.81,0.0,5200.0,350.0,140.0,110.0,18,2,1,8,0,0,half_peak,1,21.81,0.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,108.2579,83.674,84.2481,84.2510875,21.876859655378837,0.017451769230769233,University
2025-01-08 19:00:00,92.4485,-5.12,17.7,5200.0,350.0,140.0,110.0,19,2,1,8,0,0,half_peak,1,23.12,0.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,90.7492,80.3653,87.47919999999999,84.5458875,21.916380016748516,0.01777855769230769,University
2025-01-08 20:00:00,83.4264,-7.0,0.0,5200.0,350.0,140.0,110.0,20,2,1,8,0,0,peak,2,25.0,0.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,92.4485,84.8301,88.1087,85.04935416666667,21.95492208252054,0.016043538461538463,University
2025-01-08 21:00:00,84.5234,-6.2,0.0,5200.0,350.0,140.0,110.0,21,2,1,8,0,0,peak,2,24.2,0.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,83.4264,85.8786,87.485,84.99086666666666,21.957401141927914,0.016254499999999998,University
2025-01-08 22:00:00,73.8724,-6.28,10.13,5200.0,350.0,140.0,110.0,22,2,1,8,0,0,half_peak,1,24.28,0.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,84.5234,68.2817,78.1024,84.9344,21.95676148593949,0.01420623076923077,University
2025-01-08 23:00:00,69.5046,-8.13,0.28,5200.0,350.0,140.0,110.0,23,2,1,8,0,0,night,0,26.130000000000003,0.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,73.8724,75.7958,69.6987,85.16734583333333,21.801514427153318,0.01336626923076923,University
2025-01-09 00:00:00,53.145,-7.1,0.0,5200.0,350.0,140.0,110.0,0,3,1,9,0,0,night,0,25.1,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,69.5046,55.2897,55.2388,84.9052125,21.956365149013042,0.010220192307692309,University
2025-01-09 01:00:00,59.9335,-7.3,0.0,5200.0,350.0,140.0,110.0,1,3,1,9,0,0,night,0,25.3,0.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,53.145,50.8594,52.5327,84.81585,22.08612212745136,0.011525673076923077,University
2025-01-09 02:00:00,58.8378,-7.37,0.0,5200.0,350.0,140.0,110.0,2,3,1,9,0,0,night,0,25.37,0.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,59.9335,55.1973,53.5773,85.1939375,21.550735108612354,0.01131496153846154,University
2025-01-09 03:00:00,59.4829,-10.36,26.24,5200.0,350.0,140.0,110.0,3,3,1,9,0,0,night,0,28.36,0.0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,58.8378,57.251200000000004,52.3292,85.345625,21.342223642210563,0.011439019230769232,University
2025-01-09 04:00:00,57.9071,-8.2,23.91,5200.0,350.0,140.0,110.0,4,3,1,9,0,0,night,0,26.2,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,59.4829,54.6871,57.8861,85.43861249999999,21.21900095792558,0.01113598076923077,University
2025-01-09 05:00:00,54.3086,-7.48,9.46,5200.0,350.0,140.0,110.0,5,3,1,9,0,0,night,0,25.48,0.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,57.9071,55.0075,54.4182,85.57277916666668,21.02540355900722,0.010443961538461537,University
2025-01-09 06:00:00,72.9308,-6.4,25.49,5200.0,350.0,140.0,110.0,6,3,1,9,0,0,night,0,24.4,0.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,54.3086,75.125,69.4898,85.54365833333333,21.070014688835762,0.014025153846153847,University
2025-01-09 07:00:00,70.0651,-3.31,44.45,5200.0,350.0,140.0,110.0,7,3,1,9,0,0,half_peak,1,21.31,0.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,72.9308,74.5481,73.49549999999999,85.45223333333333,21.12188447399414,0.013474057692307693,University
2025-01-09 08:00:00,102.7082,-2.8,28.64,5200.0,350.0,140.0,110.0,8,3,1,9,0,1,peak,2,20.8,0.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,70.0651,105.4782,109.1981,85.26544166666666,21.24198922896363,0.019751576923076924,University
2025-01-09 09:00:00,108.576,-4.73,86.78,5200.0,350.0,140.0,110.0,9,3,1,9,0,1,peak,2,22.73,0.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,102.7082,105.9423,112.9396,85.150025,21.134643887666513,0.02088,University
2025-01-09 10:00:00,103.5745,-0.72,114.7,5200.0,350.0,140.0,110.0,10,3,1,9,0,1,peak,2,18.72,0.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,108.576,113.4584,100.67150000000001,85.25976250000001,21.25379920136661,0.019918173076923076,University
2025-01-09 11:00:00,101.5111,0.32,121.91,5200.0,350.0,140.0,110.0,11,3,1,9,0,1,half_peak,1,17.68,0.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,103.5745,100.9612,109.205,84.84793333333333,20.7739882564851,0.019521365384615384,University
2025-01-09 12:00:00,101.3162,-1.51,86.46,5200.0,350.0,140.0,110.0,12,3,1,9,0,1,half_peak,1,19.51,0.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,101.5111,112.126,108.8904,84.87084583333333,20.792827658635616,0.019483884615384615,University
2025-01-09 13:00:00,100.8937,0.61,119.7,5200.0,350.0,140.0,110.0,13,3,1,9,0,1,half_peak,1,17.39,0.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,101.3162,114.3831,107.8031,84.4204375,20.28770896699288,0.019402634615384613,University
2025-01-09 14:00:00,113.6997,0.17,71.72,5200.0,350.0,140.0,110.0,14,3,1,9,0,1,half_peak,1,17.83,0.0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,100.8937,101.4042,108.1413,83.85837916666667,19.596607416679582,0.021865326923076925,University
2025-01-09 15:00:00,112.095,-0.52,57.25,5200.0,350.0,140.0,110.0,15,3,1,9,0,1,half_peak,1,18.52,0.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,113.6997,98.6484,98.8138,84.37069166666667,20.225866965476317,0.02155673076923077,University
2025-01-09 16:00:00,102.2931,-2.26,80.64,5200.0,350.0,140.0,110.0,16,3,1,9,0,1,half_peak,1,20.259999999999998,0.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,112.095,104.5756,116.9245,84.93096666666666,20.816195092652347,0.019671749999999998,University
2025-01-09 17:00:00,101.1153,-1.22,15.8,5200.0,350.0,140.0,110.0,17,3,1,9,0,1,half_peak,1,19.22,0.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,102.2931,108.2579,106.5948,84.8358625,20.727566686332477,0.01944525,University
2025-01-09 18:00:00,89.50110000000001,-2.82,22.35,5200.0,350.0,140.0,110.0,18,3,1,9,0,0,half_peak,1,20.82,0.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,101.1153,90.7492,87.824,84.53825416666666,20.425728686186993,0.01721175,University
2025-01-09 19:00:00,94.7154,-6.44,0.0,5200.0,350.0,140.0,110.0,19,3,1,9,0,0,half_peak,1,24.44,0.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,89.50110000000001,92.4485,88.765,84.48625,20.41081140254929,0.0182145,University
2025-01-09 20:00:00,91.6893,-4.48,22.21,5200.0,350.0,140.0,110.0,20,3,1,9,0,0,peak,2,22.48,0.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,94.7154,83.4264,83.4622,84.58070416666668,20.454458507333896,0.017632557692307694,University
2025-01-09 21:00:00,93.5822,-7.92,0.0,5200.0,350.0,140.0,110.0,21,3,1,9,0,0,peak,2,25.92,0.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,91.6893,84.5234,83.1332,84.92499166666667,20.503665609156396,0.017996576923076924,University
2025-01-09 22:00:00,73.3241,-7.89,25.7,5200.0,350.0,140.0,110.0,22,3,1,9,0,0,half_peak,1,25.89,0.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,93.5822,73.8724,76.2596,85.30244166666667,20.579193496976885,0.014100788461538461,University
2025-01-09 23:00:00,69.9384,-8.12,0.0,5200.0,350.0,140.0,110.0,23,3,1,9,0,0,night,0,26.119999999999997,0.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,73.3241,69.5046,78.6765,85.27959583333333,20.592734055116765,0.013449692307692308,University
2025-01-10 00:00:00,54.2389,-8.66,0.0,5200.0,350.0,140.0,110.0,0,4,1,10,0,0,night,0,26.66,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,69.9384,53.145,53.2305,85.29767083333333,20.578471190109266,0.010430557692307692,University
2025-01-10 01:00:00,52.341300000000004,-10.55,0.0,5200.0,350.0,140.0,110.0,1,4,1,10,0,0,night,0,28.55,0.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,54.2389,59.9335,57.9905,85.34325,20.505241222800052,0.010065634615384617,University
2025-01-10 02:00:00,56.9654,-8.62,0.0,5200.0,350.0,140.0,110.0,2,4,1,10,0,0,night,0,26.619999999999997,0.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,52.341300000000004,58.8378,53.2834,85.02690833333334,20.96764037278724,0.010954884615384616,University
2025-01-10 03:00:00,59.705,-9.58,9.77,5200.0,350.0,140.0,110.0,3,4,1,10,0,0,night,0,27.58,0.0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,56.9654,59.4829,60.5774,84.94889166666667,21.072542881878885,0.011481730769230768,University
2025-01-10 04:00:00,54.2286,-6.51,22.88,5200.0,350.0,140.0,110.0,4,4,1,10,0,0,night,0,24.509999999999998,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,59.705,57.9071,56.4122,84.95814583333333,21.06091861849254,0.010428576923076922,University
2025-01-10 05:00:00,53.5554,-7.37,0.0,5200.0,350.0,140.0,110.0,5,4,1,10,0,0,night,0,25.37,0.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,54.2286,54.3086,58.7465,84.804875,21.27860207073215,0.010299115384615384,University
2025-01-10 06:00:00,74.5418,-7.9,6.33,5200.0,350.0,140.0,110.0,6,4,1,10,0,0,night,0,25.9,0.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,53.5554,72.9308,69.3358,84.77349166666666,21.326038484238772,0.014334961538461538,University
2025-01-10 07:00:00,69.705,-5.68,43.75,5200.0,350.0,140.0,110.0,7,4,1,10,0,0,half_peak,1,23.68,0.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,74.5418,70.0651,73.3854,84.84061666666668,21.289646525333023,0.013404807692307692,University
2025-01-10 08:00:00,107.5606,-2.94,85.05,5200.0,350.0,140.0,110.0,8,4,1,10,0,1,peak,2,20.94,0.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,69.705,102.7082,98.4399,84.8256125,21.300636576634,0.020684730769230768,University
2025-01-10 09:00:00,103.80969999999999,-1.8,77.25,5200.0,350.0,140.0,110.0,9,4,1,10,0,1,peak,2,19.8,0.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,107.5606,108.576,105.8035,85.02779583333334,21.499853764547787,0.019963403846153846,University
2025-01-10 10:00:00,116.0399,-0.54,123.39,5200.0,350.0,140.0,110.0,10,4,1,10,0,1,peak,2,18.54,0.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,103.80969999999999,103.5745,108.5517,84.8292,21.293906875952572,0.022315365384615385,University
2025-01-10 11:00:00,107.0743,-2.36,126.16,5200.0,350.0,140.0,110.0,11,4,1,10,0,1,half_peak,1,20.36,0.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,116.0399,101.5111,106.86919999999999,85.34859166666666,21.914009722270244,0.020591211538461537,University
2025-01-10 12:00:00,113.2116,-2.75,87.39,5200.0,350.0,140.0,110.0,12,4,1,10,0,1,half_peak,1,20.75,0.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,107.0743,101.3162,100.8948,85.58039166666667,22.120851942944416,0.021771461538461538,University
2025-01-10 13:00:00,100.5968,-1.35,118.92,5200.0,350.0,140.0,110.0,13,4,1,10,0,1,half_peak,1,19.35,0.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,113.2116,100.8937,100.4675,86.07603333333333,22.616471719459305,0.019345538461538463,University
2025-01-10 14:00:00,104.0943,-0.2,79.33,5200.0,350.0,140.0,110.0,14,4,1,10,0,1,half_peak,1,18.2,0.0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,100.5968,113.6997,107.2544,86.0636625,22.608093958557596,0.020018134615384615,University
2025-01-10 15:00:00,99.4325,-3.03,96.99,5200.0,350.0,140.0,110.0,15,4,1,10,0,1,half_peak,1,21.03,0.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,104.0943,112.095,109.2811,85.6634375,22.178529555715617,0.019121634615384617,University
2025-01-10 16:00:00,115.7854,-3.4,31.96,5200.0,350.0,140.0,110.0,16,4,1,10,0,1,half_peak,1,21.4,0.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,99.4325,102.2931,108.2512,85.13583333333334,21.667129766190275,0.022266423076923076,University
2025-01-10 17:00:00,102.8349,-2.98,41.39,5200.0,350.0,140.0,110.0,17,4,1,10,0,1,half_peak,1,20.98,0.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,115.7854,101.1153,101.3511,85.6980125,22.297516756284647,0.019775942307692307,University
2025-01-10 18:00:00,93.1806,-5.83,0.0,5200.0,350.0,140.0,110.0,18,4,1,10,0,0,half_peak,1,23.83,0.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,102.8349,89.50110000000001,89.125,85.7696625,22.351908565933204,0.017919346153846154,University
2025-01-10 19:00:00,94.9443,-3.85,0.0,5200.0,350.0,140.0,110.0,19,4,1,10,0,0,half_peak,1,21.85,0.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,93.1806,94.7154,88.6356,85.922975,22.39119978132425,0.01825851923076923,University
2025-01-10 20:00:00,89.997,-5.2,0.0,5200.0,350.0,140.0,110.0,20,4,1,10,0,0,peak,2,23.2,0.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,94.9443,91.6893,87.9844,85.93251249999999,22.395156134002722,0.017307115384615386,University
2025-01-10 21:00:00,84.0329,-7.42,9.42,5200.0,350.0,140.0,110.0,21,4,1,10,0,0,peak,2,25.42,0.0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,89.997,93.5822,91.1528,85.86200000000001,22.378900726917273,0.016160173076923075,University
2025-01-10 22:00:00,77.9709,-8.63,25.88,5200.0,350.0,140.0,110.0,22,4,1,10,0,0,half_peak,1,26.630000000000003,0.0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,84.0329,73.3241,69.0365,85.4641125,22.320485930317247,0.014994403846153847,University
2025-01-10 23:00:00,67.4563,-9.44,0.0,5200.0,350.0,140.0,110.0,23,4,1,10,0,0,night,0,27.439999999999998,0.0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,77.9709,69.9384,68.8381,85.65772916666667,22.23057310371346,0.012972365384615384,University
2025-01-11 00:00:00,55.4665,-10.02,0.0,5200.0,350.0,140.0,110.0,0,5,1,11,1,0,night,0,28.02,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,67.4563,54.2389,53.184,85.55430833333334,22.312504551560476,0.010666634615384616,University
2025-01-11 01:00:00,53.9601,-8.84,13.4,5200.0,350.0,140.0,110.0,1,5,1,11,1,0,night,0,26.84,0.0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,55.4665,52.341300000000004,52.846399999999996,85.60545833333333,22.238880352679587,0.010376942307692308,University
2025-01-11 02:00:00,50.3746,-10.02,26.33,5200.0,350.0,140.0,110.0,2,5,1,11,1,0,night,0,28.02,0.0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,53.9601,56.9654,52.1147,85.67290833333334,22.13582053870305,0.009687423076923078,University
2025-01-11 03:00:00,54.645,-10.03,23.78,5200.0,350.0,140.0,110.0,3,5,1,11,1,0,night,0,28.03,0.0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,50.3746,59.705,54.0838,85.39829166666665,22.544559031392225,0.010508653846153846,University
2025-01-11 04:00:00,54.9542,-6.48,0.0,5200.0,350.0,140.0,110.0,4,5,1,11,1,0,night,0,24.48,0.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,54.645,54.2286,49.5749,85.18745833333334,22.817296222820282,0.010568115384615384,University
2025-01-11 05:00:00,51.1372,-7.26,0.0,5200.0,350.0,140.0,110.0,5,5,1,11,1,0,night,0,25.259999999999998,0.0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,54.9542,53.5554,49.7502,85.21769166666667,22.774933037651152,0.009834076923076923,University
2025-01-11 06:00:00,52.4976,-5.93,0.0,5200.0,350.0,140.0,110.0,6,5,1,11,1,0,night,0,23.93,0.0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,51.1372,74.5418,53.3238,85.11693333333334,22.92594862373141,0.010095692307692307,University
2025-01-11 07:00:00,52.1335,-3.57,29.94,5200.0,350.0,140.0,110.0,7,5,1,11,1,0,half_peak,1,21.57,0.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,52.4976,69.705,50.9226,84.198425,23.793239309723756,0.010025673076923076,University
2025-01-11 08:00:00,50.419399999999996,-5.91,65.75,5200.0,350.0,140.0,110.0,8,5,1,11,1,1,peak,2,23.91,0.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,52.1335,107.5606,50.4248,83.46627916666667,24.517921213089977,0.00969603846153846,University
2025-01-11 09:00:00,69.9875,-1.8,54.28,5200.0,350.0,140.0,110.0,9,5,1,11,1,1,peak,2,19.8,0.0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,50.419399999999996,103.80969999999999,71.1581,81.08539583333332,24.848644429451028,0.013459134615384614,University
2025-01-11 10:00:00,69.5103,-4.06,69.26,5200.0,350.0,140.0,110.0,10,5,1,11,1,1,peak,2,22.06,0.0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,69.9875,116.0399,68.4727,79.6761375,24.459881140558984,0.013367365384615386,University
2025-01-11 11:00:00,69.4214,-0.38,111.56,5200.0,350.0,140.0,110.0,11,5,1,11,1,1,half_peak,1,18.38,0.0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,69.5103,107.0743,72.0604,77.73740416666666,23.26724288784894,0.013350269230769232,University
2025-01-11 12:00:00,71.6758,-1.89,127.66,5200.0,350.0,140.0,110.0,12,5,1,11,1,1,half_peak,1,19.89,0.0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,69.4214,113.2116,73.9973,76.16853333333333,22.4584791176705,0.01378380769230769,University
2025-01-11 13:00:00,71.9784,-2.13,121.59,5200.0,350.0,140.0,110.0,13,5,1,11,1,1,half_peak,1,20.13,0.0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,71.6758,100.5968,66.5688,74.437875,21.035091927068418,0.013841999999999998,University
2025-01-11 14:00:00,72.6801,-1.67,115.21,5200.0,350.0,140.0,110.0,14,5,1,11,1,1,half_peak,1,19.67,0.0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,71.9784,104.0943,67.3565,73.24544166666666,20.28552841501672,0.013976942307692307,University
2025-01-11 15:00:00,73.1355,-0.99,51.39,5200.0,350.0,140.0,110.0,15,5,1,11,1,1,half_peak,1,18.99,0.0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,72.6801,99.4325,72.0783,71.93651666666666,19.192514357962096,0.01406451923076923,University
2025-01-11 16:00:00,74.5416,-2.34,69.89,5200.0,350.0,140.0,110.0,16,5,1,11,1,1,half_peak,1,20.34,0.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,73.1355,115.7854,76.076,70.84080833333333,18.283640334508558,0.014334923076923077,University
2025-01-11 17:00:00,68.8084,-4.18,35.95,5200.0,350.0,140.0,110.0,17,5,1,11,1,1,half_peak,1,22.18,0.0,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,74.5416,102.8349,68.6897,69.12231666666666,15.61981322823449,0.013232384615384616,University
2025-01-11 18:00:00,70.0525,-2.33,0.0,5200.0,350.0,140.0,110.0,18,5,1,11,1,0,half_peak,1,20.33,0.0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,68.8084,93.1806,75.0598,67.70454583333333,13.873380032277048,0.013471634615384614,University
2025-01-11 19:00:00,54.9866,-3.06,0.0,5200.0,350.0,140.0,110.0,19,5,1,11,1,0,half_peak,1,21.06,0.0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,70.0525,94.9443,54.4415,66.740875,12.78759787828585,0.010574346153846155,University
