object_id,measured_at,temperature_c,irradiation_w_m2
1,2025-01-03 05:00:00,-8.35,9.83
1,2025-01-03 06:00:00,-5.35,7.4
1,2025-01-03 07:00:00,-4.33,9.9
1,2025-01-03 08:00:00,-1.9,48.8
1,2025-01-03 09:00:00,-3.54,66.68
1,2025-01-03 10:00:00,-3.9,76.49
1,2025-01-03 11:00:00,-2.9,101.68
1,2025-01-03 12:00:00,-2.72,97.4
1,2025-01-03 13:00:00,-0.07,103.06
1,2025-01-03 14:00:00,-2.13,99.08
1,2025-01-03 15:00:00,-2.86,85.54
1,2025-01-03 16:00:00,-3.73,57.37
1,2025-01-03 17:00:00,-1.79,1.44
1,2025-01-03 18:00:00,-5.52,0.0
1,2025-01-03 19:00:00,-5.55,0.0
1,2025-01-03 20:00:00,-5.68,13.97
1,2025-01-03 21:00:00,-7.11,0.0
1,2025-01-03 22:00:00,-9.24,0.0
1,2025-01-03 23:00:00,-8.81,24.4
1,2025-01-04 00:00:00,-9.54,18.48
1,2025-01-04 01:00:00,-7.72,25.32
1,2025-01-04 02:00:00,-8.59,28.89
1,2025-01-04 03:00:00,-8.21,0.0
1,2025-01-04 04:00:00,-8.91,0.0
1,2025-01-04 05:00:00,-5.93,0.0
1,2025-01-04 06:00:00,-7.88,7.61
1,2025-01-04 07:00:00,-4.48,31.9
1,2025-01-04 08:00:00,-2.66,43.92
1,2025-01-04 09:00:00,-3.71,72.05
1,2025-01-04 10:00:00,-0.33,109.93
1,2025-01-04 11:00:00,-1.52,98.37
1,2025-01-04 12:00:00,-1.64,113.5
1,2025-01-04 13:00:00,-2.89,92.7
1,2025-01-04 14:00:00,0.02,75.49
1,2025-01-04 15:00:00,-2.36,58.2
1,2025-01-04 16:00:00,-1.01,19.76
1,2025-01-04 17:00:00,-4.36,8.94
1,2025-01-04 18:00:00,-4.26,17.23
1,2025-01-04 19:00:00,-4.38,0.0
1,2025-01-04 20:00:00,-6.44,0.0
1,2025-01-04 21:00:00,-7.54,0.0
1,2025-01-04 22:00:00,-7.36,28.09
1,2025-01-04 23:00:00,-8.36,6.89
1,2025-01-05 00:00:00,-8.16,0.0
1,2025-01-05 01:00:00,-8.23,9.69
1,2025-01-05 02:00:00,-8.28,0.0
1,2025-01-05 03:00:00,-7.49,15.1
1,2025-01-05 04:00:00,-6.89,23.54
1,2025-01-05 05:00:00,-8.9,4.19
1,2025-01-05 06:00:00,-4.31,12.59
1,2025-01-05 07:00:00,-3.77,36.61
1,2025-01-05 08:00:00,-2.11,44.59
1,2025-01-05 09:00:00,-4.11,76.26
1,2025-01-05 10:00:00,-1.75,85.14
1,2025-01-05 11:00:00,-1.01,93.24
1,2025-01-05 12:00:00,-1.95,82.74
1,2025-01-05 13:00:00,-0.99,112.96
1,2025-01-05 14:00:00,-2.29,83.63
1,2025-01-05 15:00:00,-0.91,85.17
1,2025-01-05 16:00:00,-1.89,45.42
1,2025-01-05 17:00:00,-1.95,24.85
1,2025-01-05 18:00:00,-5.65,6.5
1,2025-01-05 19:00:00,-4.16,0.0
1,2025-01-05 20:00:00,-7.21,0.0
1,2025-01-05 21:00:00,-7.39,9.73
1,2025-01-05 22:00:00,-7.87,0.0
1,2025-01-05 23:00:00,-6.44,0.0
1,2025-01-06 00:00:00,-7.99,28.94
1,2025-01-06 01:00:00,-8.13,0.0
1,2025-01-06 02:00:00,-9.8,18.6
1,2025-01-06 03:00:00,-7.94,0.0
1,2025-01-06 04:00:00,-8.14,0.0
1,2025-01-06 05:00:00,-5.85,0.0
1,2025-01-06 06:00:00,-7.19,6.34
1,2025-01-06 07:00:00,-6.43,8.32
1,2025-01-06 08:00:00,-3.46,72.57
1,2025-01-06 09:00:00,-4.52,48.47
1,2025-01-06 10:00:00,-1.4,116.25
1,2025-01-06 11:00:00,-2.73,76.9
1,2025-01-06 12:00:00,-2.66,121.27
1,2025-01-06 13:00:00,0.69,75.81
1,2025-01-06 14:00:00,-1.13,103.26
1,2025-01-06 15:00:00,-1.26,100.37
1,2025-01-06 16:00:00,-0.68,37.51
1,2025-01-06 17:00:00,-1.18,28.53
1,2025-01-06 18:00:00,-3.55,18.75
1,2025-01-06 19:00:00,-6.02,0.0
1,2025-01-06 20:00:00,-5.16,0.0
1,2025-01-06 21:00:00,-5.68,27.23
1,2025-01-06 22:00:00,-8.88,0.0
1,2025-01-06 23:00:00,-6.63,2.73
1,2025-01-07 00:00:00,-9.81,0.0
1,2025-01-07 01:00:00,-9.43,0.0
1,2025-01-07 02:00:00,-10.77,2.98
1,2025-01-07 03:00:00,-8.8,0.0
1,2025-01-07 04:00:00,-6.07,5.76
1,2025-01-07 05:00:00,-5.23,0.0
1,2025-01-07 06:00:00,-4.86,0.0
1,2025-01-07 07:00:00,-3.0,44.75
1,2025-01-07 08:00:00,-5.15,70.06
1,2025-01-07 09:00:00,-2.98,85.05
1,2025-01-07 10:00:00,-0.57,105.62
1,2025-01-07 11:00:00,-1.34,114.74
1,2025-01-07 12:00:00,-1.05,119.6
1,2025-01-07 13:00:00,-2.0,123.82
1,2025-01-07 14:00:00,-1.91,77.69
1,2025-01-07 15:00:00,-2.61,101.67
1,2025-01-07 16:00:00,-2.83,34.04
1,2025-01-07 17:00:00,-4.58,30.31
1,2025-01-07 18:00:00,-3.14,29.54
1,2025-01-07 19:00:00,-5.57,18.43
1,2025-01-07 20:00:00,-5.74,24.14
1,2025-01-07 21:00:00,-5.57,18.71
1,2025-01-07 22:00:00,-6.92,4.45
1,2025-01-07 23:00:00,-7.86,0.0
1,2025-01-08 00:00:00,-7.14,0.0
1,2025-01-08 01:00:00,-10.07,0.0
1,2025-01-08 02:00:00,-9.33,0.0
1,2025-01-08 03:00:00,-8.12,0.0
1,2025-01-08 04:00:00,-6.88,3.7
1,2025-01-08 05:00:00,-6.89,11.99
1,2025-01-08 06:00:00,-4.54,0.0
1,2025-01-08 07:00:00,-6.85,5.74
1,2025-01-08 08:00:00,-4.7,44.77
1,2025-01-08 09:00:00,-4.75,70.6
1,2025-01-08 10:00:00,-0.94,69.93
1,2025-01-08 11:00:00,-0.42,108.34
1,2025-01-08 12:00:00,-1.59,103.62
1,2025-01-08 13:00:00,0.92,120.27
1,2025-01-08 14:00:00,-2.05,113.36
1,2025-01-08 15:00:00,-1.37,95.76
1,2025-01-08 16:00:00,-3.06,46.37
1,2025-01-08 17:00:00,-1.95,20.9
1,2025-01-08 18:00:00,-3.81,0.0
1,2025-01-08 19:00:00,-5.12,17.7
1,2025-01-08 20:00:00,-7.0,0.0
1,2025-01-08 21:00:00,-6.2,0.0
1,2025-01-08 22:00:00,-6.28,10.13
1,2025-01-08 23:00:00,-8.13,0.28
1,2025-01-09 00:00:00,-7.1,0.0
1,2025-01-09 01:00:00,-7.3,0.0
1,2025-01-09 02:00:00,-7.37,0.0
1,2025-01-09 03:00:00,-10.36,26.24
1,2025-01-09 04:00:00,-8.2,23.91
1,2025-01-09 05:00:00,-7.48,9.46
1,2025-01-09 06:00:00,-6.4,25.49
1,2025-01-09 07:00:00,-3.31,44.45
1,2025-01-09 08:00:00,-2.8,28.64
1,2025-01-09 09:00:00,-4.73,86.78
1,2025-01-09 10:00:00,-0.72,114.7
1,2025-01-09 11:00:00,0.32,121.91
1,2025-01-09 12:00:00,-1.51,86.46
1,2025-01-09 13:00:00,0.61,119.7
1,2025-01-09 14:00:00,0.17,71.72
1,2025-01-09 15:00:00,-0.52,57.25
1,2025-01-09 16:00:00,-2.26,80.64
1,2025-01-09 17:00:00,-1.22,15.8
1,2025-01-09 18:00:00,-2.82,22.35
1,2025-01-09 19:00:00,-6.44,0.0
1,2025-01-09 20:00:00,-4.48,22.21
1,2025-01-09 21:00:00,-7.92,0.0
1,2025-01-09 22:00:00,-7.89,25.7
1,2025-01-09 23:00:00,-8.12,0.0
1,2025-01-10 00:00:00,-8.66,0.0
1,2025-01-10 01:00:00,-10.55,0.0
1,2025-01-10 02:00:00,-8.62,0.0
1,2025-01-10 03:00:00,-9.58,9.77
1,2025-01-10 04:00:00,-6.51,22.88
1,2025-01-10 05:00:00,-7.37,0.0
1,2025-01-10 06:00:00,-7.9,6.33
1,2025-01-10 07:00:00,-5.68,43.75
1,2025-01-10 08:00:00,-2.94,85.05
1,2025-01-10 09:00:00,-1.8,77.25
1,2025-01-10 10:00:00,-0.54,123.39
1,2025-01-10 11:00:00,-2.36,126.16
1,2025-01-10 12:00:00,-2.75,87.39
1,2025-01-10 13:00:00,-1.35,118.92
1,2025-01-10 14:00:00,-0.2,79.33
1,2025-01-10 15:00:00,-3.03,96.99
1,2025-01-10 16:00:00,-3.4,31.96
1,2025-01-10 17:00:00,-2.98,41.39
1,2025-01-10 18:00:00,-5.83,0.0
1,2025-01-10 19:00:00,-3.85,0.0
1,2025-01-10 20:00:00,-5.2,0.0
1,2025-01-10 21:00:00,-7.42,9.42
1,2025-01-10 22:00:00,-8.63,25.88
1,2025-01-10 23:00:00,-9.44,0.0
1,2025-01-11 00:00:00,-10.02,0.0
1,2025-01-11 01:00:00,-8.84,13.4
1,2025-01-11 02:00:00,-10.02,26.33
1,2025-01-11 03:00:00,-10.03,23.78
1,2025-01-11 04:00:00,-6.48,0.0
1,2025-01-11 05:00:00,-7.26,0.0
1,2025-01-11 06:00:00,-5.93,0.0
1,2025-01-11 07:00:00,-3.57,29.94
1,2025-01-11 08:00:00,-5.91,65.75
1,2025-01-11 09:00:00,-1.8,54.28
1,2025-01-11 10:00:00,-4.06,69.26
1,2025-01-11 11:00:00,-0.38,111.56
1,2025-01-11 12:00:00,-1.89,127.66
1,2025-01-11 13:00:00,-2.13,121.59
1,2025-01-11 14:00:00,-1.67,115.21
1,2025-01-11 15:00:00,-0.99,51.39
1,2025-01-11 16:00:00,-2.34,69.89
1,2025-01-11 17:00:00,-4.18,35.95
1,2025-01-11 18:00:00,-2.33,0.0
1,2025-01-11 19:00:00,-3.06,0.0
1,2025-01-11 20:00:00,-7.64,28.16
1,2025-01-11 21:00:00,-7.48,26.72
1,2025-01-11 22:00:00,-9.81,0.0
1,2025-01-11 23:00:00,-7.0,0.0
1,2025-01-12 00:00:00,-7.62,17.2
1,2025-01-12 01:00:00,-9.25,25.78
1,2025-01-12 02:00:00,-8.65,3.26
1,2025-01-12 03:00:00,-8.42,0.0
1,2025-01-12 04:00:00,-8.05,0.0
1,2025-01-12 05:00:00,-6.97,0.0
1,2025-01-12 06:00:00,-4.42,20.8
1,2025-01-12 07:00:00,-5.14,48.87
1,2025-01-12 08:00:00,-4.13,38.92
1,2025-01-12 09:00:00,-4.06,65.95
1,2025-01-12 10:00:00,-2.47,120.53
1,2025-01-12 11:00:00,0.06,120.02
1,2025-01-12 12:00:00,-1.87,134.19
1,2025-01-12 13:00:00,-1.24,100.34
1,2025-01-12 14:00:00,0.59,108.1
1,2025-01-12 15:00:00,-2.82,66.0
1,2025-01-12 16:00:00,-0.19,76.5
1,2025-01-12 17:00:00,-0.99,56.22
1,2025-01-12 18:00:00,-2.12,0.0
1,2025-01-12 19:00:00,-3.72,0.0
1,2025-01-12 20:00:00,-7.83,0.0
1,2025-01-12 21:00:00,-6.95,0.3
1,2025-01-12 22:00:00,-9.02,0.0
1,2025-01-12 23:00:00,-9.23,0.0
1,2025-01-13 00:00:00,-8.58,0.71
1,2025-01-13 01:00:00,-7.66,12.16
1,2025-01-13 02:00:00,-10.56,0.0
1,2025-01-13 03:00:00,-8.39,5.6
1,2025-01-13 04:00:00,-9.12,0.0
1,2025-01-13 05:00:00,-5.53,0.0
1,2025-01-13 06:00:00,-7.3,0.0
1,2025-01-13 07:00:00,-4.46,47.39
1,2025-01-13 08:00:00,-3.14,53.7
1,2025-01-13 09:00:00,-3.18,105.6
1,2025-01-13 10:00:00,-1.2,79.03
1,2025-01-13 11:00:00,-1.77,136.15
1,2025-01-13 12:00:00,-1.54,126.11
1,2025-01-13 13:00:00,-2.01,88.45
1,2025-01-13 14:00:00,0.71,85.69
1,2025-01-13 15:00:00,-1.85,65.71
1,2025-01-13 16:00:00,-2.05,63.03
1,2025-01-13 17:00:00,-1.74,52.38
1,2025-01-13 18:00:00,-5.28,0.0
1,2025-01-13 19:00:00,-5.02,0.0
1,2025-01-13 20:00:00,-5.97,21.84
1,2025-01-13 21:00:00,-6.32,22.06
1,2025-01-13 22:00:00,-7.89,0.0
1,2025-01-13 23:00:00,-10.4,6.27
1,2025-01-14 00:00:00,-9.92,7.79
1,2025-01-14 01:00:00,-7.77,28.19
1,2025-01-14 02:00:00,-7.75,29.94
1,2025-01-14 03:00:00,-8.55,0.0
1,2025-01-14 04:00:00,-8.03,0.0
1,2025-01-14 05:00:00,-5.32,0.0
1,2025-01-14 06:00:00,-4.64,21.69
1,2025-01-14 07:00:00,-6.76,32.83
1,2025-01-14 08:00:00,-3.24,48.16
1,2025-01-14 09:00:00,-2.56,70.07
1,2025-01-14 10:00:00,-0.61,85.84
1,2025-01-14 11:00:00,-2.7,112.02
1,2025-01-14 12:00:00,-2.35,126.5
1,2025-01-14 13:00:00,-1.89,98.72
1,2025-01-14 14:00:00,-1.68,87.25
1,2025-01-14 15:00:00,0.51,101.97
1,2025-01-14 16:00:00,-0.42,59.93
1,2025-01-14 17:00:00,-1.64,4.41
1,2025-01-14 18:00:00,-2.71,11.09
1,2025-01-14 19:00:00,-5.88,18.5
1,2025-01-14 20:00:00,-7.18,0.0
1,2025-01-14 21:00:00,-6.07,0.0
1,2025-01-14 22:00:00,-5.87,16.85
1,2025-01-14 23:00:00,-8.31,0.0
1,2025-01-15 00:00:00,-10.01,0.0
1,2025-01-15 01:00:00,-7.61,0.0
1,2025-01-15 02:00:00,-7.6,13.83
1,2025-01-15 03:00:00,-9.22,5.62
1,2025-01-15 04:00:00,-8.82,0.0
1,2025-01-15 05:00:00,-6.26,0.0
1,2025-01-15 06:00:00,-4.76,0.0
1,2025-01-15 07:00:00,-5.65,42.51
1,2025-01-15 08:00:00,-2.32,76.81
1,2025-01-15 09:00:00,-4.18,68.1
1,2025-01-15 10:00:00,-1.05,134.8
1,2025-01-15 11:00:00,-0.59,127.65
1,2025-01-15 12:00:00,0.32,131.64
1,2025-01-15 13:00:00,-2.59,111.83
1,2025-01-15 14:00:00,-0.82,114.47
1,2025-01-15 15:00:00,-2.23,67.71
1,2025-01-15 16:00:00,-2.83,83.14
1,2025-01-15 17:00:00,-3.76,33.9
1,2025-01-15 18:00:00,-2.94,3.25
1,2025-01-15 19:00:00,-6.63,2.82
1,2025-01-15 20:00:00,-5.47,8.7
1,2025-01-15 21:00:00,-5.1,1.57
1,2025-01-15 22:00:00,-6.92,0.0
1,2025-01-15 23:00:00,-6.5,19.76
1,2025-01-16 00:00:00,-7.27,0.0
1,2025-01-16 01:00:00,-10.86,0.53
1,2025-01-16 02:00:00,-8.79,24.26
1,2025-01-16 03:00:00,-9.37,0.0
1,2025-01-16 04:00:00,-9.05,7.07
1,2025-01-16 05:00:00,-7.97,0.0
1,2025-01-16 06:00:00,-5.63,0.0
1,2025-01-16 07:00:00,-6.79,62.62
1,2025-01-16 08:00:00,-3.84,51.92
1,2025-01-16 09:00:00,-4.46,93.23
1,2025-01-16 10:00:00,-0.64,102.83
1,2025-01-16 11:00:00,-1.82,112.92
1,2025-01-16 12:00:00,-0.13,111.08
1,2025-01-16 13:00:00,0.12,136.71
1,2025-01-16 14:00:00,-1.9,93.75
1,2025-01-16 15:00:00,-2.53,86.62
1,2025-01-16 16:00:00,-1.67,66.03
1,2025-01-16 17:00:00,-4.68,61.12
1,2025-01-16 18:00:00,-1.98,0.0
1,2025-01-16 19:00:00,-3.08,6.65
1,2025-01-16 20:00:00,-6.13,0.0
1,2025-01-16 21:00:00,-8.07,25.2
1,2025-01-16 22:00:00,-8.26,0.0
1,2025-01-16 23:00:00,-7.27,0.0
1,2025-01-17 00:00:00,-9.86,0.98
1,2025-01-17 01:00:00,-8.38,21.31
1,2025-01-17 02:00:00,-7.67,0.0
1,2025-01-17 03:00:00,-8.68,0.41
1,2025-01-17 04:00:00,-7.59,0.0
1,2025-01-17 05:00:00,-8.7,12.71
1,2025-01-17 06:00:00,-4.92,0.0
1,2025-01-17 07:00:00,-6.7,6.22
1,2025-01-17 08:00:00,-5.3,86.02
1,2025-01-17 09:00:00,-1.85,83.33
1,2025-01-17 10:00:00,-3.81,104.69
1,2025-01-17 11:00:00,0.38,115.21
1,2025-01-17 12:00:00,-2.16,133.37
1,2025-01-17 13:00:00,-2.37,142.13
1,2025-01-17 14:00:00,-2.49,84.57
1,2025-01-17 15:00:00,-1.91,96.49
1,2025-01-17 16:00:00,-1.39,56.36
1,2025-01-17 17:00:00,-1.06,17.63
1,2025-01-17 18:00:00,-3.26,22.44
1,2025-01-17 19:00:00,-5.7,20.26
1,2025-01-17 20:00:00,-4.57,25.81
1,2025-01-17 21:00:00,-6.75,0.0
1,2025-01-17 22:00:00,-9.68,0.17
1,2025-01-17 23:00:00,-9.56,0.0
1,2025-01-18 00:00:00,-7.92,4.12
1,2025-01-18 01:00:00,-7.78,0.0
1,2025-01-18 02:00:00,-6.72,0.0
1,2025-01-18 03:00:00,-8.24,27.07
1,2025-01-18 04:00:00,-8.47,2.04
1,2025-01-18 05:00:00,-7.14,0.0
1,2025-01-18 06:00:00,-3.95,12.62
1,2025-01-18 07:00:00,-3.2,21.34
1,2025-01-18 08:00:00,-2.84,63.83
1,2025-01-18 09:00:00,-4.58,113.01
1,2025-01-18 10:00:00,-2.99,125.21
1,2025-01-18 11:00:00,-1.88,113.88
1,2025-01-18 12:00:00,0.75,127.69
1,2025-01-18 13:00:00,0.69,145.15
1,2025-01-18 14:00:00,-0.95,107.67
1,2025-01-18 15:00:00,-0.47,77.61
1,2025-01-18 16:00:00,-0.01,49.96
1,2025-01-18 17:00:00,-1.69,37.44
1,2025-01-18 18:00:00,-4.93,16.96
1,2025-01-18 19:00:00,-2.87,0.0
1,2025-01-18 20:00:00,-5.09,0.0
1,2025-01-18 21:00:00,-5.15,0.0
1,2025-01-18 22:00:00,-6.9,0.0
1,2025-01-18 23:00:00,-8.28,0.0
1,2025-01-19 00:00:00,-9.56,20.51
1,2025-01-19 01:00:00,-9.97,0.0
1,2025-01-19 02:00:00,-10.18,0.0
1,2025-01-19 03:00:00,-7.65,27.97
1,2025-01-19 04:00:00,-9.34,0.0
1,2025-01-19 05:00:00,-5.78,0.0
1,2025-01-19 06:00:00,-5.5,14.19
1,2025-01-19 07:00:00,-6.27,11.52
1,2025-01-19 08:00:00,-5.66,94.87
1,2025-01-19 09:00:00,-2.48,124.78
1,2025-01-19 10:00:00,-2.95,96.23
1,2025-01-19 11:00:00,-3.16,128.72
1,2025-01-19 12:00:00,0.87,132.0
1,2025-01-19 13:00:00,-0.66,144.84
1,2025-01-19 14:00:00,-2.52,95.52
1,2025-01-19 15:00:00,-2.98,79.05
1,2025-01-19 16:00:00,-1.68,88.49
1,2025-01-19 17:00:00,-2.91,30.33
1,2025-01-19 18:00:00,-2.42,0.0
1,2025-01-19 19:00:00,-5.41,22.17
1,2025-01-19 20:00:00,-4.84,0.0
1,2025-01-19 21:00:00,-6.5,24.87
1,2025-01-19 22:00:00,-7.22,5.44
1,2025-01-19 23:00:00,-10.19,0.0
1,2025-01-20 00:00:00,-7.21,0.0
1,2025-01-20 01:00:00,-7.63,16.08
1,2025-01-20 02:00:00,-7.04,0.0
1,2025-01-20 03:00:00,-9.99,0.0
1,2025-01-20 04:00:00,-8.87,13.98
1,2025-01-20 05:00:00,-8.39,0.0
1,2025-01-20 06:00:00,-3.91,0.0
1,2025-01-20 07:00:00,-3.59,27.64
1,2025-01-20 08:00:00,-2.91,91.54
1,2025-01-20 09:00:00,-2.4,95.48
1,2025-01-20 10:00:00,-1.89,107.95
1,2025-01-20 11:00:00,-0.37,150.34
1,2025-01-20 12:00:00,0.23,140.82
1,2025-01-20 13:00:00,-2.54,109.54
1,2025-01-20 14:00:00,-1.06,97.11
1,2025-01-20 15:00:00,-1.73,126.17
1,2025-01-20 16:00:00,-1.19,54.3
1,2025-01-20 17:00:00,-2.11,45.22
1,2025-01-20 18:00:00,-3.05,0.0
1,2025-01-20 19:00:00,-6.28,24.38
1,2025-01-20 20:00:00,-3.79,0.0
1,2025-01-20 21:00:00,-4.79,0.0
1,2025-01-20 22:00:00,-7.18,0.04
1,2025-01-20 23:00:00,-6.9,0.0
1,2025-01-21 00:00:00,-7.3,0.0
1,2025-01-21 01:00:00,-8.17,11.24
1,2025-01-21 02:00:00,-9.15,0.0
1,2025-01-21 03:00:00,-6.34,0.0
1,2025-01-21 04:00:00,-7.81,28.56
1,2025-01-21 05:00:00,-6.75,0.0
1,2025-01-21 06:00:00,-7.08,0.0
1,2025-01-21 07:00:00,-4.29,16.42
1,2025-01-21 08:00:00,-4.39,41.97
1,2025-01-21 09:00:00,-4.25,88.85
1,2025-01-21 10:00:00,-1.7,94.38
1,2025-01-21 11:00:00,0.76,148.87
1,2025-01-21 12:00:00,-0.06,131.69
1,2025-01-21 13:00:00,-0.53,117.51
1,2025-01-21 14:00:00,-0.46,137.09
1,2025-01-21 15:00:00,-1.64,127.65
1,2025-01-21 16:00:00,-2.73,82.39
1,2025-01-21 17:00:00,-3.82,30.55
1,2025-01-21 18:00:00,-4.19,2.95
1,2025-01-21 19:00:00,-4.16,0.0
1,2025-01-21 20:00:00,-5.31,12.18
1,2025-01-21 21:00:00,-7.48,0.0
1,2025-01-21 22:00:00,-8.01,0.0
1,2025-01-21 23:00:00,-9.12,5.2
1,2025-01-22 00:00:00,-9.97,0.0
1,2025-01-22 01:00:00,-10.56,0.0
1,2025-01-22 02:00:00,-8.69,0.0
1,2025-01-22 03:00:00,-7.78,0.0
1,2025-01-22 04:00:00,-7.24,6.36
1,2025-01-22 05:00:00,-6.12,21.76
1,2025-01-22 06:00:00,-3.73,0.0
1,2025-01-22 07:00:00,-6.11,56.44
1,2025-01-22 08:00:00,-2.62,102.34
1,2025-01-22 09:00:00,-2.89,102.67
1,2025-01-22 10:00:00,-2.41,127.32
1,2025-01-22 11:00:00,-0.1,153.13
1,2025-01-22 12:00:00,0.3,139.22
1,2025-01-22 13:00:00,-0.63,132.38
1,2025-01-22 14:00:00,0.12,104.74
1,2025-01-22 15:00:00,-0.26,90.84
1,2025-01-22 16:00:00,-1.13,66.12
1,2025-01-22 17:00:00,-3.27,17.45
1,2025-01-22 18:00:00,-4.11,21.75
1,2025-01-22 19:00:00,-4.64,0.0
1,2025-01-22 20:00:00,-7.39,0.0
1,2025-01-22 21:00:00,-6.28,19.28
1,2025-01-22 22:00:00,-8.48,0.0
1,2025-01-22 23:00:00,-6.93,0.0
1,2025-01-23 00:00:00,-6.53,0.0
1,2025-01-23 01:00:00,-10.19,0.0
1,2025-01-23 02:00:00,-9.74,0.0
1,2025-01-23 03:00:00,-9.38,0.0
1,2025-01-23 04:00:00,-9.37,20.68
1,2025-01-23 05:00:00,-5.93,18.74
1,2025-01-23 06:00:00,-4.16,0.0
1,2025-01-23 07:00:00,-2.59,21.22
1,2025-01-23 08:00:00,-4.91,96.46
1,2025-01-23 09:00:00,-2.75,86.67
1,2025-01-23 10:00:00,-2.25,153.77
1,2025-01-23 11:00:00,-2.37,136.38
1,2025-01-23 12:00:00,0.84,142.71
1,2025-01-23 13:00:00,-1.48,135.07
1,2025-01-23 14:00:00,-1.62,102.7
1,2025-01-23 15:00:00,-2.96,91.48
1,2025-01-23 16:00:00,-1.73,53.65
1,2025-01-23 17:00:00,-2.37,65.52
1,2025-01-23 18:00:00,-5.05,28.41
1,2025-01-23 19:00:00,-6.27,0.0
1,2025-01-23 20:00:00,-5.4,0.0
1,2025-01-23 21:00:00,-6.97,7.62
1,2025-01-23 22:00:00,-7.15,8.59
1,2025-01-23 23:00:00,-8.72,26.24
1,2025-01-24 00:00:00,-7.96,0.0
1,2025-01-24 01:00:00,-9.27,0.0
1,2025-01-24 02:00:00,-9.73,6.43
1,2025-01-24 03:00:00,-7.82,16.66
1,2025-01-24 04:00:00,-8.09,27.5
1,2025-01-24 05:00:00,-6.47,5.13
1,2025-01-24 06:00:00,-4.57,6.25
1,2025-01-24 07:00:00,-4.34,26.18
1,2025-01-24 08:00:00,-4.89,100.9
1,2025-01-24 09:00:00,-1.87,111.6
1,2025-01-24 10:00:00,0.2,105.49
1,2025-01-24 11:00:00,-2.74,120.99
1,2025-01-24 12:00:00,1.33,178.77
1,2025-01-24 13:00:00,-1.53,176.13
1,2025-01-24 14:00:00,-0.05,127.42
1,2025-01-24 15:00:00,-2.04,131.88
1,2025-01-24 16:00:00,-3.41,76.2
1,2025-01-24 17:00:00,-2.48,13.22
1,2025-01-24 18:00:00,-3.75,18.95
1,2025-01-24 19:00:00,-4.49,0.0
1,2025-01-24 20:00:00,-6.81,6.63
1,2025-01-24 21:00:00,-6.57,13.76
1,2025-01-24 22:00:00,-7.73,3.93
1,2025-01-24 23:00:00,-6.78,2.4
1,2025-01-25 00:00:00,-8.1,27.89
1,2025-01-25 01:00:00,-7.2,0.0
1,2025-01-25 02:00:00,-8.14,0.0
1,2025-01-25 03:00:00,-8.36,6.38
1,2025-01-25 04:00:00,-6.3,13.21
1,2025-01-25 05:00:00,-6.74,0.0
